时间戳 (Timestamp),日志级别 (Level),事件/动作 (Action),报文原文 (Original Message),内容解析 (Content Analysis)
2024-11-16 00:16:57.737,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-14-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-e5-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:16:57.737,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-15-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-d6-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:18:12.670,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1c-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-dd-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:18:12.670,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1b-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-ec-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:19:28.003,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-04-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-c5-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:19:28.003,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-03-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-d4-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:20:43.346,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0a-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-db-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:20:43.346,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0b-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-cc-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:20:43.487,DEBUG,"0.0.0.0桩没有充电枪口,将桩设置成空闲状态.",,无报文
2024-11-16 00:20:43.529,DEBUG,生成时间等待任务:44,,无报文
2024-11-16 00:20:43.609,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-02-01-1f-90-1f-b6-2f-b6-d2-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 00:20:54.345,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-06-00-00-00-00-82-01-82-69-16,"控制码: 01 (下发: 读当前数据), 数据长度: 6 字节, 终端地址: 760000000415"
2024-11-16 00:21:03.379,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 00:21:57.737,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-11-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-e2-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:21:57.737,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-12-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-d3-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:23:13.300,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-18-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-e9-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:23:13.300,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-19-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-da-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:24:27.915,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1f-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-f0-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:24:27.915,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-01-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-c2-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:25:31.496,DEBUG,"0.0.0.0桩没有充电枪口,将桩设置成空闲状态.",,无报文
2024-11-16 00:25:31.627,DEBUG,生成时间等待任务:48,,无报文
2024-11-16 00:25:31.653,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-04-00-01-01-10-b9-2d-16,"控制码: 01 (下发: 读当前数据), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 00:25:31.751,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-81-05-00-01-01-10-b9-01-af-16,"控制码: 81 (应答/上报: 读当前数据), 数据长度: 5 字节, 终端地址: 760000000415"
2024-11-16 00:25:31.752,DEBUG,"1,枪状态:1---就绪",,无报文
2024-11-16 00:25:32.566,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-04-00-02-01-10-b9-2e-16,"控制码: 01 (下发: 读当前数据), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 00:25:32.655,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-81-05-00-02-01-10-b9-01-b0-16,"控制码: 81 (应答/上报: 读当前数据), 数据长度: 5 字节, 终端地址: 760000000415"
2024-11-16 00:25:32.656,DEBUG,"2,枪状态:1---就绪",,无报文
2024-11-16 00:25:33.573,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-00-00-1f-90-1f-b6-2f-b6-cf-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 00:25:42.723,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-09-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-da-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:25:42.723,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0a-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-cb-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:25:43.648,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-01-01-1f-90-1f-b6-2f-b6-d1-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 00:25:53.660,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 00:26:58.067,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-10-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-e1-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:26:58.067,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-11-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-d2-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:28:13.105,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-18-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-d9-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:28:13.105,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-17-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-e8-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:29:28.334,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1e-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-ef-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:29:28.335,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1f-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-e0-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:30:34.832,DEBUG,"0.0.0.0桩没有充电枪口,将桩设置成空闲状态.",,无报文
2024-11-16 00:30:34.994,DEBUG,生成时间等待任务:50,,无报文
2024-11-16 00:30:35.172,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-02-01-1f-90-1f-b6-2f-b6-d2-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 00:30:42.685,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-06-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-d7-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:30:42.685,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-07-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-c8-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:30:45.070,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-06-00-00-00-00-82-01-82-69-16,"控制码: 01 (下发: 读当前数据), 数据长度: 6 字节, 终端地址: 760000000415"
2024-11-16 00:30:55.238,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 00:31:57.803,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0d-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-de-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:31:57.803,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0e-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-cf-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:33:13.502,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-14-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-36-36-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-e5-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 00:33:13.502,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-15-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-1b-0e-00-76-00-00-00-04-15-08-34-22-15-11-24-11-36-44-00-00-00-00-f0-11-36-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-9c-01-00-00-dc-7f-66-06-00-00-00-00-36-37-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-d6-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
